file,topic,score
Hassell-1975-Density-Dependence i.txt,6,0.8553304068
Kamel-2006-Inter-seasonal maint.txt,2,0.7324304145
Hufbauer-2001-Pea aphid-parasitoid.txt,5,0.8353445102
Herben-2000-Correlation between.txt,8,0.7550374618
Keinanen-1999-Trade-offs in phenol.txt,3,0.3982674658
King-1962-Some Aspects of Ecol.txt,8,0.293846138
Pearce-2000-An evaluation of alt.txt,6,0.7621220899
Golley-1960-An Index to the Rate.txt,8,0.36212604
Westman-1975-Pygmy Forest Region.txt,4,0.735969514
Legezynska-2000-Benthic scavengers c.txt,9,0.6633981497
Hett-1976-Age Structure Models.txt,6,0.6776160068
Penfound-1962-Savanna Concept in O.txt,4,0.8157315207
Noss-2000-Science on the bridg.txt,10,0.9321527302
Smith-1950-An Ecological Survey.txt,9,0.6766519906
Bottrell-1997-Sulphur isotopic stu.txt,9,0.6592071777
Devillard-2009-Assessing the effect.txt,6,0.6790576593
Rogers-1982-Early Spring Herb Co.txt,4,0.6524239991
Lafferty-1994-Analysis of Larval T.txt,6,0.5908592941
Talbert-1957-A Study of the Lobin.txt,3,0.6611265459
New-1961-Spergula-Arvensis L.txt,4,0.4510028101
Pauwels-2000-Changing minor rural.txt,10,0.8387951974
Wyllie-1991-Demography of an Inc.txt,2,0.6656773732
Seifert-1975-Clumps of Heliconia.txt,8,0.3717990573
Balme-1954-Viola-Lutea Huds.txt,4,0.5506495045
Cole-2002-Recruitment limitati.txt,6,0.664902595
Abrams-2012-Harvesting creates e.txt,6,0.4445618574
Grant-1992-Demography and the G.txt,2,0.5845377849
Brown-1972-Metabolism of Weasel.txt,2,0.7998623652
Bellows-1981-The Descriptive Prop.txt,6,0.9985779141
Kurelec-2000-Multixenobiotic resi.txt,9,0.5745631943
Madgwick-1969-Use of Hemispherical.txt,3,0.513874308
Guo-2000-Abundance and distri.txt,6,0.7869217109
Livingstone-1965-Biology Data Book -.txt,9,0.5388208891
Spears-1988-Selection in Field V.txt,2,0.97409687
Ward-2000-Is atmospheric CO2 a.txt,3,0.413320827
Treat-1958-A 5-Year Census of t.txt,3,0.373177523
Mendez-2005-Nutrient stoichiomet.txt,7,0.3503153609
Ortius-Lechner-2000-Variable microsatell.txt,10,0.9985218968
Weber-1957-Fungus-Growing Ants.txt,3,0.2464797987
Korpimaki-2005-Vole cycles and pred.txt,5,0.5069992464
Semeniuk-1980-Mangrove Zonation Al.txt,9,0.5116021904
Vasquez-Yeomans-2000-Seasonal variation o.txt,9,0.5134984081
Borchert-1994-Soil and Stem Water.txt,4,0.5423719788
Harrington-1961-Food Selection among.txt,9,0.3692668813
De Jong-2000-Reduction in fitness.txt,5,0.3428533515
Coe-2012-Precipitation-driven.txt,3,0.6668290013
Jackson-2000-Population dynamics.txt,2,0.9743038774
Denno-1979-Adaptiveness of Wing.txt,9,0.3951395634
Johnson-1985-Competition among La.txt,5,0.6475683328
Bowman-1988-Response of Eucalypt.txt,4,0.8221243325
Lank-1989-Environmental and De.txt,2,0.8644074629
Broseth-2000-Hunting effort and g.txt,6,0.9025126086
Martin-2000-Genetic variation in.txt,10,0.9833522263
Kneitel-2002-Resource and top-pre.txt,5,0.6868906182
Burns-1989-Lindeman Contradicti.txt,7,0.9220608921
Allred-1941-Grasshoppers and the.txt,4,0.7966428269
Diamond-1977-Distributional Ecolo.txt,6,0.3389025892
Vet-1994-Clutch Size in a Lar.txt,2,0.934386682
Iwasa-1984-A Theory on the Temp.txt,2,0.7386577113
Post-1998-Large-scale climatic.txt,6,0.9966028516
Lefevre-2012-Behavioural resistan.txt,5,0.7541906801
"Forseth-1994-The Energy Budget, N.txt",2,0.6328808594
Hamer-1991-Age-Specific Breedin.txt,2,0.947833796
Anderson-2000-Indirect estimate of.txt,2,0.7266342201
Mcnab-1974-Behavior of Temperat.txt,3,0.7165662849
Yoshinaga-2000-Effect of periodical.txt,2,0.7981148705
Baileywatts-1978-9-Year Study of the.txt,9,0.5671006662
Major-1962-Flora and Vegetation.txt,4,0.672724
Wacker-2001-Polyunsaturated fatt.txt,7,0.8844493624
Fernando-2000-Molecular genetic an.txt,10,0.8232793629
Hassan-1986-Dynamics of Soil See.txt,4,0.4866476258
Sheikh-1969-Responses of Molinia.txt,3,0.5874944657
Perea-2011-Leftovers in seed di.txt,1,0.4572011739
"Pyle-2001-Effects of age, bree.txt",2,0.9878902488
Houston-1963-Plains Pricklypear.txt,4,0.9099792046
Teplitsky-2007-Flexible defense str.txt,5,0.8905816819
Brush-2000-Group differences in.txt,10,0.8982614976
Mitschunas-2006-Evidence for a posit.txt,8,0.370503365
Marples-1932-The rookeries of the.txt,4,0.6000054111
Barr-1983-Cave Life - Evolutio.txt,6,0.4573666472
Baeten-2010-Unexpected understor.txt,4,0.5068766201
Morris-1996-Mutualism denied_ Ne.txt,2,0.432045353
Scheirs-2000-Optimization of adul.txt,5,0.6879883057
Rodary-2000-Benthic diving in ma.txt,9,0.534994863
Lewis-1963-A Device for Taking.txt,3,0.2824064518
Forseth-1986-Kudzu Leaf Energy Bu.txt,3,0.99836032
Bellamy-2000-Variation in the rel.txt,6,0.4294056305
Allan-1952-A Hand-Operated Quan.txt,9,0.5606494434
Brightmore-1979-Biological Flora of.txt,4,0.661897965
Pitta-2000-Planktonic ciliates.txt,9,0.9097789754
Holmes-2000-Nitrogen biogeochemi.txt,9,0.579111681
Holmes-1987-An Improved Method f.txt,6,0.9985665705
Bates-1978-Influence of Metal A.txt,7,0.3637800124
Gadgil-2000-New meanings for old.txt,10,0.4416106181
Neatrour-2007-Response of three fl.txt,8,0.4537624531
Greenwood-2008-Flooding impacts on.txt,7,0.2876083543
Huang-2000-A serum pregnancy te.txt,6,0.4198096059
Bruun-2000-Patterns of species.txt,1,0.450043514
Zimmerman-1994-Responses of Tree Sp.txt,4,0.905136922
Henshaw-2000-The independent orig.txt,2,0.5720672189
Southwoo.Tr-1967-Ecology of Partridge.txt,2,0.9952116815
Jensen-1968-Changes in Cryptozoa.txt,2,0.4110886325
Lenormand-2000-Analysis of clines w.txt,6,0.5051025229
Ford-1977-Biomass and Producti.txt,4,0.6562244046
Kelly-2010-Trematode infection.txt,6,0.5444765142
Schmidt-2000-Habitat selection un.txt,6,0.5241664366
Matelson-1993-Longevity of Fallen.txt,4,0.8231256908
Lehmann-Ziebarth-2005-Evolution of periodi.txt,6,0.505820837
Hamer-2000-Scale-dependent effe.txt,4,0.5141051576
Beadle-1953-The Edaphic Factor i.txt,8,0.527066172
Zwolak-2010-Fire and mice_ Seed.txt,4,0.5287418619
Harrison-2000-Regional turnover an.txt,6,0.4099154436
Sand-Jensen-2000-Macrophyte decline i.txt,4,0.2821879192
Goncalves-Souza-2008-Trait-mediated effec.txt,5,0.9077759653
Read-2000-The value of ants as.txt,8,0.6807859042
Hector-2010-Analysis of variance.txt,6,0.8417423902
Moskat-2000-Effect of nest and n.txt,5,0.3262617277
Law-1993-Alternative Permanen.txt,6,0.8564530667
"Love-1967-Rickett,Hw - a Magni.txt",4,0.7129340766
Szekely-2000-Sexual size dimorphi.txt,2,0.9488725836
Grotan-2009-Spatial and temporal.txt,6,0.9595118585
Stockley-2000-Ten microsatellite l.txt,10,0.9991361532
Knick-2000-Ghosts of habitats p.txt,6,0.4500023135
Doncaster-1996-Intraspecific variat.txt,6,0.9114273658
Vander Zanden-2002-Fishes as integrator.txt,7,0.6273176155
Morse-1967-Foraging Relationshi.txt,1,0.4354970965
Mead-1971-Note on Use and Misu.txt,6,0.9723266019
McQuilkin-1940-The natural establis.txt,4,0.7246479554
Querejeta-2009-Topographic position.txt,8,0.4363016523
Hails-2000-Genetically modified.txt,10,0.4644418481
Usher-1984-Arthropod Communitie.txt,6,0.4900460498
Ayala-1968-Environmental Factor.txt,2,0.4624567557
Shi-2000-Soil and water loss.txt,8,0.337755935
Fonteyn-1987-Accuracy of Soil The.txt,3,0.5160750445
Grace-2011-Local richness along.txt,8,0.7681109536
Weaver-1969-Morphological Change.txt,3,0.4387700958
Flynn-2011-Functional and phylo.txt,8,0.8755116738
Mergen-1955-Effect of Hemlock an.txt,8,0.5371570044
Thatje-2005-Challenging the cold.txt,9,0.4040102792
Levin-2000-Integrating individu.txt,1,0.3817200969
Blondel-1985-Breeding Strategies.txt,2,0.7878530899
Macnae-1963-Mangrove Swamps in S.txt,4,0.5273647204
Herben-2006-Long-term spatial dy.txt,1,0.4024967525
Schoener-1983-Distribution of Vert.txt,6,0.4622801527
Moreno-1991-Fire Intensity Effec.txt,4,0.8642997666
Chamaille-Jammes-2008-Resource variability.txt,6,0.9197551545
Anderson-1978-Competition between.txt,8,0.3653515086
Snell-1979-Intraspecific Compet.txt,2,0.6492627364
Bowen-2000-A field born in cons.txt,5,0.5535297843
Odum-1960-Organic Production a.txt,9,0.4075950855
Gimenez-2010-Relationships betwee.txt,2,0.5941848829
Canterbury-2002-Metabolic adaptation.txt,3,0.6507665137
"Bradshaw-1992-Climatic-Change, Hum.txt",4,0.7633842121
Chapman-1979-Study of Population-.txt,2,0.3110253108
Wilson-1998-Nest-site selection_.txt,2,0.4371912255
Cereghino-2010-Ants mediate the str.txt,8,0.4270663732
Hickey-1961-Growth Form of Crest.txt,3,0.6362608086
"Maron-2000-Consumer pressure, s.txt",6,0.5726061692
Waters-2000-Across the Southern.txt,10,0.9152832612
Raffaelli-1978-Effects of Crevice S.txt,2,0.8253661557
Fowler-1995-Density-Dependent De.txt,2,0.2704348679
Wicklow-1977-Germination Response.txt,4,0.8553899449
Reed-2008-Density-dependent re.txt,6,0.8266214493
Barbour-1967-Construction and Per.txt,3,0.5592107119
Stamps-2005-Nonintuitive cue use.txt,1,0.3006338943
Sloggett-2000-Aphid-mediated coexi.txt,5,0.739485338
Shipley-2011-A strong test of a m.txt,8,0.6490614584
Dejong-1990-Biological Flora of.txt,4,0.410422857
Young-1984-The Comparative Demo.txt,2,0.5121149883
Heil-2011-Plant-mediated inter.txt,5,0.4778205892
Moore-1974-Benthic Algae of Sou.txt,9,0.7044049618
Blair-1976-Phytosociological Ch.txt,4,0.887527245
Pillar-1999-How sharp are classi.txt,6,0.9749674083
Lookingbill-2000-Spatial pattern of Q.txt,4,0.578147468
Shelford-1953-An Experimental Appr.txt,3,0.4930163765
Vasconcelos-2000-Responses of ants to.txt,4,0.8342441333
Pemadasa-1974-Mineral Nutrition of.txt,7,0.5975676588
Fischer-2000-Development of infan.txt,6,0.479206071
Comita-2009-Abiotic and biotic d.txt,4,0.7517634816
Yates-2000-Contrasting interfer.txt,5,0.5091157753
Vanderme.Jh-1969-Competitive Structur.txt,6,0.37239579
Winn-1987-Regulation of Seed Y.txt,2,0.4377212047
Brougham-1962-The Leaf Growth of T.txt,3,0.9964419463
Rogers-1999-The taxonomic distin.txt,9,0.3666056639
Van Rijn-2002-How plants benefit f.txt,5,0.8158168969
Jensen-1970-Variation in Availab.txt,7,0.3006665419
Frampton-2000-Recovery responses o.txt,6,0.5787883639
Stark-1963-Nesting Habits of Ca.txt,3,0.6538454325
Steen-1958-Climatic Adaptation.txt,3,0.6139878308
Easterling-2000-Size-specific sensit.txt,6,0.7783270605
Marks-1985-Variation in Seed Pr.txt,9,0.4127145456
Heinrich-1976-Resource Partitionin.txt,2,0.40261746
Deevey-1949-Pleistocene Research.txt,4,0.9099786227
Roitberg-1982-Foraging Behavior of.txt,5,0.5409682964
Pinero-1982-Reproductive-Behavio.txt,2,0.4974258149
Moore-1937-Growth of coniferous.txt,4,0.3905452018
Williams-1959-Seasonal and Diurnal.txt,2,0.4490143495
Toro-2000-Genealogical analysi.txt,10,0.6288260793
Kratz-1986-Internal Factors Con.txt,9,0.4747827015
Lardner-2000-Morphological and li.txt,5,0.5905440883
"Bechini-2000-Modelling, interpola.txt",6,0.5720593491
Ault-2000-Vertical migration b.txt,9,0.8914748439
Lale-2000-Evaluation of host p.txt,3,0.395019242
Clark-1977-Internal Cycling of.txt,8,0.8178381354
Ruxton-1999-Fitness-dependent di.txt,6,0.5995671567
Grear-2005-Effects of grouping.txt,6,0.3790291092
Freeman-1973-Preliminary Studies.txt,2,0.4506749087
Wallstedt-2000-A link in the study.txt,8,0.6878485817
Rice-1980-Seasonal Habitat Sel.txt,2,0.7260849196
Hodge-2008-Determinants of repr.txt,2,0.998844884
Largen-1967-Influence of Water T.txt,3,0.8881677165
Watts-1968-Foods Eaten by Wood.txt,4,0.560998953
Wilkens-1996-Differential respons.txt,3,0.687964933
Lull-1950-Precipitation in Rel.txt,3,0.770686339
Morin-1983-Salamander Predation.txt,2,0.629889197
Vanvalen-1974-Intellectual Censors.txt,6,0.9816281669
McMahon-2003-A demographic compar.txt,6,0.4866851616
Steidl-2000-Experimental effects.txt,2,0.3622103006
Scurfield-1959-The Ashwoods of the.txt,4,0.7028106532
Clifford-2000-A functional angle o.txt,6,0.6954690319
Henderson-2000-Five new polymorphic.txt,10,0.9995574326
Rummell-1946-Some Effects of Comp.txt,4,0.6296222942
Hare-2000-Chemical conspicuous.txt,5,0.3124319174
Dunn-1961-The Bottom Fauna of.txt,9,0.5929657417
Zub-2011-Effect of energetic.txt,2,0.6323523407
Lewis-2006-Determinants of qual.txt,2,0.8736695648
Millis-2000-Isolation and charac.txt,10,0.9994501262
Wilbur-1976-Density-Dependent As.txt,6,0.5513670786
Sabath-1973-Measurement of Niche.txt,8,0.4355839883
Kitzberger-2007-Indirect effects of.txt,5,0.7762588191
Grindstaff-2005-Diet quality affects.txt,7,0.5032362419
Tanner-1957-A Wet-Bulb and Dry-B.txt,3,0.6082952258
Dawson-1965-A Comparative-Study.txt,8,0.3885355679
Drummond-1960-The Food of Rattus-N.txt,7,0.5574530565
Parker-2000-Gene flow and select.txt,10,0.7315867462
Vassiliadis-2000-A model for the evol.txt,2,0.4083503321
Wikramanayake-1990-Ecomorphology and Bi.txt,2,0.407304881
Cordero-1992-Density-Dependent Ma.txt,2,0.9069982253
Jones-1991-Plant Chemistry and.txt,5,0.4905923939
Van Calster-2008-Unexpectedly high 20.txt,8,0.2652996105
McGrath-2000-Cellulase activity i.txt,9,0.5103819787
Andrews-1984-Growth of Chara-Hisp.txt,9,0.5712822321
Snyder-2000-Nomenclatural emenda.txt,9,0.6486283055
Anderson-1973-Aspects of Biology o.txt,3,0.7300327889
Reid-2000-Resource allocation.txt,2,0.9270807216
Newton-1976-Breeding of Sparrowh.txt,2,0.6627718818
Grenfell-2000-Ecology - Nonlineari.txt,6,0.7991895115
Talley-2007-Which spatial hetero.txt,6,0.5185292456
Dukas-2000-The cost of limited.txt,5,0.7412294247
Horvitz-1984-Effects of Ants and.txt,1,0.4725667108
Miracle-1974-Niche Structure in F.txt,6,0.5995661909
Lotze-2000-Variable and complem.txt,5,0.4667138359
Evans-1949-The Intertidal Ecolo.txt,4,0.4651677465
Swaty-2004-Ectomycorrhizal abun.txt,4,0.3448512922
Bloom-2012-CO2 enrichment inhib.txt,3,0.5535373548
Galindo-1986-Do Desert Rodent Pop.txt,5,0.5940291271
Ballinger-1979-Intraspecific Variat.txt,2,0.9790289206
Dix-1957-Sugar Maple in Fores.txt,4,0.8241715209
Dutton-1975-Energetics of Rusty.txt,7,0.3104861271
Stombaugh-2000-Equipment technologi.txt,3,0.4282181992
Robertson-1995-The Spatial-Distribu.txt,8,0.5093825145
Bardgett-2003-Herbivore-mediated l.txt,8,0.9269694071
Wenger-2008-Estimating Species O.txt,6,0.9064562748
Stengel-2000-Copper and iron conc.txt,7,0.4386011557
Olaso-2000-Trophic ecology of t.txt,5,0.5904606974
Bergeron-2000-Species and stand dy.txt,4,0.8388977348
Primmer-2000-The one that did not.txt,10,0.6942378929
Sutherland-1983-Aggregation and the.txt,5,0.7064813831
Lafferty-2009-The ecology of clima.txt,3,0.4777098248
Kadlec-1958-An Analysis of a Woo.txt,9,0.3433450334
Vincent-1981-Production Strategie.txt,9,0.7692497239
Mortazavi-2000-Phosphorus budget of.txt,9,0.5017846675
Madgwick-1975-Estimating Abovegrou.txt,4,0.603220882
Anderson-1974-Responses to Starvat.txt,2,0.6412721089
Riechert-1983-Patterns of Resource.txt,5,0.5175696618
Wimberly-2001-Influences of enviro.txt,4,0.7550329045
Steffan-2010-Cascading diversity.txt,5,0.7059819109
Jiang-2000-Population declines.txt,10,0.4235050747
Hails-1991-The Population-Dynam.txt,2,0.3042156866
Real-1982-On the Tradeoff betw.txt,6,0.5313131202
Darimont-2009-Landscape heterogene.txt,8,0.2221831754
Jefferies-1981-Population Biology o.txt,9,0.3909543003
Webb-2001-Windstorm disturbanc.txt,4,0.6038075603
Klimstra-1960-Some Observations on.txt,7,0.4753481686
"Major-1966-Duchaufour, P - Prec.txt",4,0.8999777697
Jorgensen-2000-25 years of ecologic.txt,6,0.5962222169
Choquenot-1991-Density-Dependent Gr.txt,2,0.6237127217
Kolesnikov-2000-Effects of heavy met.txt,8,0.6901556375
Vaughn-2000-Macroecology of a ho.txt,6,0.5835880096
Uri-2000-Perceptions on the u.txt,10,0.3849206562
Reed-1992-Dispersal in Kelps -.txt,1,0.5540259586
Delgado-2010-The effect of phenot.txt,1,0.620013593
Clark-2000-Cospeciation between.txt,10,0.562720685
Strecker-2010-Complex interactions.txt,8,0.464252006
Staggemeier-2010-The shared influence.txt,6,0.2906234973
Bradshaw-1992-Characterizing Canop.txt,6,0.9009296009
Schoener-1974-Colonization Curves.txt,9,0.5146288037
Johnson-2005-Plant genotype and e.txt,8,0.4826976511
Hulse-2000-Land conversion and.txt,10,0.4580564322
Williams-1968-Influence of Polydor.txt,2,0.2975302558
Peet-1977-Gradient Analysis of.txt,4,0.5213005437
Al Abassi-2000-Response of the seve.txt,5,0.9944773861
Beddington-1977-Dynamics of Host-Par.txt,5,0.6494154574
Oba-2000-Compensatory growth.txt,3,0.7780348051
"Woodwell-1966-Adams, Jas - Natural.txt",4,0.5250475781
Peterson-1976-Measurement of Commu.txt,8,0.6122992352
Kucera-1962-Some Effects of Annu.txt,4,0.4276897885
Zaller-1999-Interactions between.txt,8,0.8373174762
McCain-2005-Elevational gradient.txt,6,0.5456408448
Koenig-2011-Avian predators are.txt,6,0.5264665876
McLetchie-2000-Population sex ratio.txt,2,0.652522947
Porter-2000-Testate amoebae in t.txt,9,0.5533816525
Woods-1959-Natural Replacement.txt,4,0.8308022063
Moinat-1956-Comparative Yields o.txt,4,0.9947355963
Hui-2008-Does the Self-Simila.txt,6,0.5122025368
Conibear-2000-Myosin monomer densi.txt,9,0.5223501677
Woodward-2002-Body-size determinan.txt,5,0.6526603517
Dunwiddie-1987-Macrofossil and Poll.txt,4,0.8311200109
Murphy-2001-Habitat-specific dem.txt,6,0.5303741884
Hughes-2000-Ecosystem-scale impa.txt,4,0.5065953018
Pace-1991-Regulation of Plankt.txt,9,0.5750575671
Soehartono-2000-Conservation and sus.txt,6,0.5517214374
Rice-1962-Microclimate of Suga.txt,3,0.6423423733
Moore-1958-Germination and Seed.txt,4,0.5970902041
Tallis-1969-Blanket Bog Vegetati.txt,4,0.7431957315
Hayes-2000-Apparent position go.txt,6,0.6683144033
Rose-1996-Erica ciliaris L.txt,4,0.8573901992
"Schaefer-1966-Bouillon,a - Etudes.txt",3,0.6687086064
Patino-2000-Endothermy by flower.txt,3,0.7783844436
"Needham-1959-Flow, Temperature, S.txt",3,0.8688523663
Swan-1970-An Examination of So.txt,6,0.7878929118
Jacquemart-1997-Vaccinium oxycoccos.txt,4,0.3236661355
Kennedy-1984-The Number of Specie.txt,4,0.4114143163
Mcclaugherty-1982-The Role of Fine Roo.txt,7,0.4029330347
Dempster-1961-The Analysis of Data.txt,6,0.9922397358
Warwick-2000-Sibling species in t.txt,9,0.3259497875
Mccleery-1986-Feeding Specializati.txt,7,0.7496238624
"Thomas-1980-Chaos, Asymmetric Gr.txt",6,0.6144646764
Dawson-1966-Physiological Respon.txt,3,0.9181621337
Robinson-2000-A pluralistic analys.txt,2,0.7572624082
Agrawal-2004-The metabolic theory.txt,2,0.3371326326
Butcher-1947-Atropa-Belladonna L.txt,4,0.9595206373
Gibson-1967-Use of Anaesthetic Q.txt,3,0.4613864088
Fujiyoshi-2000-Estimation of myceli.txt,8,0.5478656049
Moizuk-1966-Ecology of Red Maple.txt,3,0.4753639912
Larmola-2010-The role of Sphagnum.txt,9,0.4319184434
Kunin-1997-Population size and.txt,2,0.5163287618
Pelissier-2008-Analyzing or Explain.txt,6,0.5857979299
Jankowski-2009-Beta diversity along.txt,8,0.4742457439
Searle-2005-Gain functions for l.txt,1,0.7959714048
Worley-1996-Size-dependent resou.txt,2,0.5182372832
Chandler-2011-Inference about dens.txt,6,0.9676976169
Spieles-2000-Macroinvertebrate co.txt,9,0.7392980227
Howarth-1968-Chrysanthemum Leucan.txt,4,0.5307010102
Ruzzante-2000-Mixed-stock analysis.txt,10,0.7358916745
Wallin-2001-Effects of folivory.txt,4,0.4122479926
van den Berg-2000-Uncertainties in the.txt,3,0.7035628718
Noble-1975-Effects of Emus (Dro.txt,1,0.5547867383
Wolda-1980-Seasonality of Tropi.txt,6,0.3809310229
"Schaffner-2011-Plant invasions, gen.txt",1,0.6971618796
An-2000-Phytotoxicity of Vul.txt,8,0.8217486129
Grant-2000-Effects of El Nino e.txt,2,0.7881062993
Middleton-1953-Spherical Illuminati.txt,3,0.499905121
Duffey-1962-A Population Study o.txt,4,0.5292755423
Benito-2000-Ecology of soil spri.txt,8,0.6545717946
Fordham-2007-Demographic response.txt,6,0.5996779149
Taylor-1979-Sampling Data on the.txt,6,0.467865564
Hayward-1983-The Growth of Sphagn.txt,3,0.8459281686
De La Rocha-2000-Effects of iron and.txt,9,0.4432427625
Newman-2000-A new genus of euryl.txt,2,0.4407629113
Boyd-1970-Factors Influencing.txt,7,0.4898173743
Persson-1996-Size-specific intera.txt,5,0.6794460416
Lavoie-1994-Recent Fluctuations.txt,4,0.8362919792
Matthiopoulos-2011-Generalized function.txt,6,0.8065158823
Damgaard-2002-Modelling individual.txt,5,0.4469702267
Crozier-2004-Warmer winters drive.txt,6,0.5361129823
Koskinen-2000-Genetic lineages and.txt,10,0.998895465
Santoro-2011-Complex interactions.txt,2,0.5104449309
Cavers-1967-Comparative Biology.txt,4,0.4609208448
Moore-2012-The influence of hos.txt,8,0.5044872707
